               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.059496,             0.21702,           0.0077534,             0.53912,             0.67872,             0.62352,             0.39618,            0.053502,             0.22603,            0.015383,            0.006139,            0.006139,            0.006139
                 158,            0.051445,             0.22469,           0.0077546,             0.56052,              0.6574,             0.64804,             0.39671,            0.054349,             0.23643,            0.013614,           0.0061142,           0.0061142,           0.0061142
                 159,            0.053765,             0.24627,            0.008395,             0.56984,             0.70072,             0.62992,             0.38973,            0.053292,             0.24546,            0.016015,           0.0060895,           0.0060895,           0.0060895
                 160,            0.051941,             0.21951,            0.007137,             0.49294,             0.67793,             0.57967,             0.34474,            0.054294,             0.23649,            0.016408,           0.0060647,           0.0060647,           0.0060647
                 161,            0.055038,             0.23785,           0.0079088,             0.49133,             0.62667,             0.50024,             0.31999,            0.053096,             0.24523,            0.021418,             0.00604,             0.00604,             0.00604
                 162,            0.054508,             0.22497,           0.0077138,             0.48677,             0.56992,             0.50456,             0.30457,            0.053044,             0.23997,            0.022875,           0.0060152,           0.0060152,           0.0060152
                 163,             0.05203,             0.23474,           0.0079122,             0.52698,             0.64282,             0.56757,             0.34636,             0.05344,             0.23545,            0.018265,           0.0059905,           0.0059905,           0.0059905
                 164,            0.053268,             0.19861,            0.007666,             0.54415,             0.62321,             0.60758,             0.40567,            0.052701,             0.22274,             0.01828,           0.0059658,           0.0059658,           0.0059658
                 165,            0.051728,             0.21414,           0.0082726,             0.54914,             0.61215,             0.54075,             0.33678,            0.050768,             0.22116,            0.026214,            0.005941,            0.005941,            0.005941
                 166,            0.050381,             0.19725,           0.0082103,              0.5332,             0.64716,              0.5828,             0.36721,            0.052908,              0.2292,            0.022865,           0.0059163,           0.0059163,           0.0059163
                 167,            0.052998,             0.22041,           0.0083396,             0.58316,             0.66194,               0.634,             0.39156,            0.051953,             0.23598,             0.01892,           0.0058915,           0.0058915,           0.0058915
                 168,            0.052862,             0.22131,           0.0081645,             0.57481,             0.69609,             0.65291,             0.40384,            0.053692,             0.23789,            0.016553,           0.0058668,           0.0058668,           0.0058668
                 169,            0.050899,             0.22097,            0.007176,             0.46649,             0.64236,             0.58427,             0.36141,            0.052934,             0.23179,             0.01834,            0.005842,            0.005842,            0.005842
                 170,            0.050427,             0.21186,           0.0076748,             0.50502,             0.63816,             0.60273,             0.37726,            0.053966,             0.23643,             0.01807,           0.0058173,           0.0058173,           0.0058173
                 171,            0.052191,             0.22519,           0.0072842,             0.54227,             0.62087,             0.60846,              0.3972,            0.050506,             0.22947,            0.017495,           0.0057925,           0.0057925,           0.0057925
                 172,            0.052889,             0.23359,           0.0082883,             0.54802,             0.67365,             0.57533,             0.35687,             0.05355,             0.25346,             0.01838,           0.0057678,           0.0057678,           0.0057678
                 173,            0.052405,             0.24518,           0.0077252,             0.58727,             0.62894,             0.58242,             0.37881,            0.051575,              0.2437,            0.020665,            0.005743,            0.005743,            0.005743
                 174,            0.053532,             0.28289,           0.0079891,             0.55751,             0.67648,             0.55941,             0.33496,            0.053446,             0.26888,            0.020526,           0.0057183,           0.0057183,           0.0057183
                 175,             0.05221,              0.2326,             0.00801,             0.55908,             0.67545,             0.55526,              0.3399,            0.052446,             0.23585,            0.021374,           0.0056935,           0.0056935,           0.0056935
                 176,            0.051001,             0.21264,           0.0076324,             0.62073,             0.68559,             0.61664,             0.40476,            0.050952,             0.22769,            0.019826,           0.0056688,           0.0056688,           0.0056688
                 177,            0.050569,             0.19595,           0.0073646,             0.60225,             0.69231,             0.60981,             0.39906,            0.051458,             0.23304,            0.019531,            0.005644,            0.005644,            0.005644
                 178,            0.050359,              0.2128,           0.0072501,              0.5844,              0.6593,             0.58012,             0.38321,             0.05086,             0.23658,            0.022292,           0.0056193,           0.0056193,           0.0056193
                 179,            0.052097,             0.19949,           0.0072529,             0.55191,              0.6451,             0.55228,             0.36484,            0.053117,             0.24517,            0.020969,           0.0055945,           0.0055945,           0.0055945
                 180,             0.05182,             0.19975,           0.0070966,             0.52735,              0.6249,             0.58949,             0.35733,            0.051554,             0.23186,            0.018878,           0.0055698,           0.0055698,           0.0055698
                 181,            0.051923,             0.21767,           0.0072037,             0.58129,             0.61399,             0.59353,             0.39927,            0.051268,             0.23542,            0.018792,            0.005545,            0.005545,            0.005545
                 182,            0.048349,             0.21709,           0.0069812,             0.56337,               0.628,             0.62667,             0.40572,            0.050742,             0.23035,            0.015694,           0.0055202,           0.0055202,           0.0055202
                 183,            0.049326,              0.2042,           0.0063779,             0.63608,              0.6645,             0.65214,             0.41788,            0.052081,             0.23148,            0.013239,           0.0054955,           0.0054955,           0.0054955
                 184,            0.055148,             0.21453,           0.0074913,             0.54777,             0.75221,             0.64133,             0.40377,            0.050636,             0.23376,            0.011696,           0.0054707,           0.0054707,           0.0054707
                 185,            0.048865,             0.18987,           0.0077206,             0.65187,             0.75658,             0.69805,             0.46445,            0.050394,             0.22917,            0.011084,            0.005446,            0.005446,            0.005446
                 186,            0.052777,             0.22546,           0.0069426,             0.59945,              0.7476,             0.66376,             0.43047,            0.049578,             0.23626,            0.012522,           0.0054212,           0.0054212,           0.0054212
                 187,            0.049716,             0.22403,           0.0072772,             0.61973,             0.77058,             0.67096,             0.43234,            0.050419,               0.241,            0.012059,           0.0053965,           0.0053965,           0.0053965
                 188,            0.052038,             0.19688,           0.0067323,             0.64886,             0.68618,              0.6661,             0.45071,            0.050185,             0.22957,             0.01251,           0.0053717,           0.0053717,           0.0053717
                 189,            0.049587,             0.20304,           0.0068228,             0.65987,             0.68735,             0.68516,             0.45421,            0.050718,             0.22913,            0.013046,            0.005347,            0.005347,            0.005347
                 190,            0.050239,             0.21244,           0.0069592,             0.64883,             0.69766,             0.68071,             0.45467,            0.050317,             0.22832,            0.013296,           0.0053223,           0.0053223,           0.0053223
                 191,            0.047166,             0.19103,           0.0069269,             0.63883,             0.69655,             0.67368,             0.42276,            0.051859,             0.23206,            0.015086,           0.0052975,           0.0052975,           0.0052975
                 192,            0.054963,             0.22448,           0.0069647,              0.5802,             0.74295,             0.63483,              0.4058,            0.051602,             0.23566,            0.016108,           0.0052727,           0.0052727,           0.0052727
                 193,            0.050209,              0.1833,            0.006984,             0.60654,             0.71447,             0.65421,             0.42673,            0.050613,             0.22873,            0.016775,            0.005248,            0.005248,            0.005248
                 194,            0.050668,             0.20331,           0.0071344,              0.5754,             0.68756,             0.62173,             0.40708,            0.051728,             0.23165,            0.018903,           0.0052233,           0.0052233,           0.0052233
                 195,            0.052178,             0.22256,           0.0075835,             0.61935,             0.71263,                0.68,             0.46972,            0.049403,             0.23847,            0.015036,           0.0051985,           0.0051985,           0.0051985
                 196,            0.049136,             0.19729,           0.0069776,             0.61028,             0.70704,             0.69749,             0.47277,            0.050943,             0.23165,            0.014624,           0.0051737,           0.0051737,           0.0051737
                 197,            0.051914,             0.21535,            0.006995,             0.61546,             0.71637,             0.69612,             0.46747,             0.04947,             0.23255,            0.014166,            0.005149,            0.005149,            0.005149
                 198,            0.055388,              0.2316,           0.0072906,             0.62563,             0.70343,             0.68264,             0.43196,            0.052361,             0.23308,            0.014164,           0.0051243,           0.0051243,           0.0051243
                 199,            0.052062,             0.19267,           0.0073158,             0.62931,             0.73234,               0.706,             0.44627,            0.052003,             0.23359,            0.012272,           0.0050995,           0.0050995,           0.0050995
                 200,            0.054444,             0.21449,           0.0073482,             0.62925,             0.70444,             0.71379,             0.47335,            0.050217,             0.22695,            0.010893,           0.0050747,           0.0050747,           0.0050747
                 201,            0.047462,             0.20097,           0.0070571,             0.65298,             0.70889,             0.72273,             0.48705,            0.049364,             0.23025,            0.010756,             0.00505,             0.00505,             0.00505
                 202,            0.051135,             0.22027,           0.0069886,             0.62342,             0.72263,             0.70941,             0.45898,            0.051647,             0.22897,            0.011691,           0.0050253,           0.0050253,           0.0050253
                 203,            0.049801,             0.19878,           0.0060325,             0.65423,             0.70607,             0.70777,              0.4353,            0.051621,             0.22921,            0.012039,           0.0050005,           0.0050005,           0.0050005
                 204,            0.048581,             0.19111,           0.0062005,             0.67519,             0.68249,             0.71146,             0.48594,            0.049581,             0.21483,            0.012105,           0.0049758,           0.0049758,           0.0049758
                 205,            0.051673,             0.24313,           0.0069857,             0.37962,             0.72105,             0.52053,             0.35542,            0.052715,             0.27303,            0.037388,            0.004951,            0.004951,            0.004951
                 206,            0.047313,             0.18257,           0.0073682,             0.39478,             0.71265,             0.53006,             0.33504,            0.055193,             0.26628,            0.037124,           0.0049263,           0.0049263,           0.0049263
                 207,            0.049193,             0.22439,           0.0070814,              0.4099,             0.73266,             0.55589,              0.3806,            0.051741,             0.26772,            0.028619,           0.0049015,           0.0049015,           0.0049015
                 208,            0.047914,             0.21337,           0.0063086,             0.38638,             0.68504,             0.52104,              0.3365,            0.057917,             0.25928,            0.030217,           0.0048768,           0.0048768,           0.0048768
                 209,            0.051058,             0.21398,           0.0070261,             0.39562,             0.68391,             0.52199,             0.36587,            0.055395,              0.2568,             0.03141,            0.004852,            0.004852,            0.004852
                 210,            0.049574,             0.19613,           0.0079308,             0.40491,             0.71298,             0.57774,             0.36252,            0.059216,             0.26235,            0.027841,           0.0048272,           0.0048272,           0.0048272
                 211,            0.053313,             0.21508,           0.0068452,             0.44027,             0.69814,             0.58692,             0.41435,            0.052592,             0.26298,             0.02737,           0.0048025,           0.0048025,           0.0048025
                 212,            0.048379,             0.18199,            0.006869,             0.60955,             0.56019,             0.58446,              0.4014,            0.053679,             0.24733,            0.028507,           0.0047778,           0.0047778,           0.0047778
                 213,            0.049476,             0.18343,           0.0069249,             0.60363,             0.57245,             0.63146,             0.43174,             0.05301,             0.24162,            0.023504,            0.004753,            0.004753,            0.004753
                 214,            0.048364,              0.2037,           0.0066293,             0.68953,             0.53914,              0.6204,               0.433,            0.055767,             0.26926,            0.019181,           0.0047283,           0.0047283,           0.0047283
                 215,            0.050068,             0.20645,           0.0065727,              0.7039,             0.57217,              0.6691,             0.42398,            0.054399,             0.25014,            0.019539,           0.0047035,           0.0047035,           0.0047035
                 216,             0.04812,             0.20407,           0.0066357,             0.77784,             0.60515,             0.69812,             0.47763,            0.052662,             0.23693,             0.01819,           0.0046788,           0.0046788,           0.0046788
                 217,            0.048656,              0.1873,           0.0059273,             0.77287,             0.58301,             0.69279,             0.46696,            0.053478,              0.2505,            0.018089,            0.004654,            0.004654,            0.004654
                 218,            0.050997,             0.20562,           0.0068377,             0.74287,             0.64509,             0.72758,             0.50821,            0.050606,             0.21693,            0.015341,           0.0046293,           0.0046293,           0.0046293
                 219,            0.051101,             0.20891,            0.007135,             0.70137,             0.66893,             0.70987,             0.48403,            0.049834,             0.23045,            0.015302,           0.0046045,           0.0046045,           0.0046045
                 220,            0.050689,             0.21648,           0.0072634,             0.65787,             0.68708,             0.68103,             0.45313,            0.051573,             0.23505,            0.016552,           0.0045798,           0.0045798,           0.0045798
                 221,             0.04919,             0.19342,            0.007126,             0.64097,             0.68033,              0.6613,             0.46245,            0.049113,             0.24108,            0.018906,            0.004555,            0.004555,            0.004555
                 222,            0.045794,             0.19385,           0.0071948,             0.63311,              0.6394,             0.64366,             0.43366,            0.050849,             0.24111,            0.022355,           0.0045303,           0.0045303,           0.0045303
                 223,            0.048601,             0.19759,            0.007037,             0.61663,             0.64454,             0.63202,             0.45054,            0.048757,             0.23696,            0.022703,           0.0045055,           0.0045055,           0.0045055
                 224,            0.046846,             0.20169,           0.0065299,             0.63051,             0.62704,             0.61968,             0.42151,             0.05065,             0.24116,            0.022773,           0.0044808,           0.0044808,           0.0044808
                 225,            0.049227,             0.19457,           0.0061879,             0.61954,             0.63952,              0.6115,             0.43219,            0.049758,             0.23629,             0.02259,            0.004456,            0.004456,            0.004456
                 226,            0.051153,             0.20524,           0.0065987,             0.63053,               0.648,             0.62912,             0.42603,            0.049817,             0.22435,            0.020907,           0.0044313,           0.0044313,           0.0044313
                 227,            0.047577,             0.18696,           0.0059509,              0.6259,             0.63554,              0.6277,             0.42856,            0.048075,             0.22132,            0.021693,           0.0044065,           0.0044065,           0.0044065
                 228,            0.044588,             0.16983,           0.0059754,             0.65357,             0.63766,             0.67886,             0.48965,             0.04807,              0.2171,            0.018126,           0.0043818,           0.0043818,           0.0043818
                 229,            0.048916,             0.22092,           0.0064483,             0.66617,             0.62205,             0.67287,              0.4891,            0.047397,             0.21989,            0.019784,            0.004357,            0.004357,            0.004357
                 230,            0.047103,              0.2082,           0.0070637,             0.64449,              0.6004,             0.64107,              0.4682,            0.048826,             0.23646,             0.02078,           0.0043323,           0.0043323,           0.0043323
                 231,            0.045273,               0.181,           0.0056876,             0.65673,              0.5797,             0.65731,             0.45518,            0.049598,             0.23371,            0.019064,           0.0043075,           0.0043075,           0.0043075
                 232,            0.050623,             0.20308,           0.0060847,             0.62106,             0.64454,             0.65887,              0.4739,            0.048894,             0.23206,            0.017474,           0.0042828,           0.0042828,           0.0042828
                 233,             0.05094,             0.20482,           0.0069604,             0.61245,             0.66831,              0.6525,              0.4486,             0.04909,             0.23417,             0.01753,            0.004258,            0.004258,            0.004258
                 234,            0.047912,             0.18242,           0.0061826,             0.63749,             0.63826,             0.66328,             0.47417,            0.048095,             0.23044,            0.018048,           0.0042333,           0.0042333,           0.0042333
                 235,            0.050472,             0.21136,           0.0068865,             0.63693,             0.68405,             0.68215,             0.48428,             0.04776,             0.22796,            0.016766,           0.0042085,           0.0042085,           0.0042085
                 236,            0.046095,             0.18972,           0.0061105,             0.66832,             0.69609,             0.69099,             0.48336,            0.047231,              0.2234,            0.016621,           0.0041837,           0.0041837,           0.0041837
                 237,            0.051757,             0.20144,           0.0065345,             0.67648,             0.69665,             0.69041,             0.47376,            0.048029,             0.22029,            0.016161,            0.004159,            0.004159,            0.004159
                 238,            0.048957,             0.19946,           0.0068444,             0.64399,             0.74132,             0.68572,             0.47267,            0.046849,             0.22428,             0.01495,           0.0041342,           0.0041342,           0.0041342
                 239,            0.045993,             0.19878,           0.0058713,              0.6566,             0.70688,             0.68672,             0.49093,            0.047157,             0.21587,            0.015596,           0.0041095,           0.0041095,           0.0041095
                 240,            0.047823,             0.18974,           0.0062787,             0.64973,             0.70358,             0.67362,             0.47799,            0.046833,             0.22046,            0.015925,           0.0040847,           0.0040847,           0.0040847
                 241,            0.047442,             0.18801,           0.0067597,             0.66457,             0.66234,             0.66656,             0.47975,            0.046483,             0.21514,            0.016466,             0.00406,             0.00406,             0.00406
                 242,            0.046442,                0.17,           0.0064184,             0.65122,             0.66155,             0.66071,             0.47413,            0.046647,             0.21847,            0.017804,           0.0040352,           0.0040352,           0.0040352
                 243,            0.045796,             0.17392,           0.0057448,             0.64787,             0.64549,             0.64183,             0.46271,            0.047435,             0.21694,            0.018513,           0.0040105,           0.0040105,           0.0040105
                 244,            0.047003,             0.16592,           0.0063882,             0.63959,             0.63754,              0.6386,              0.4583,            0.047077,             0.22103,            0.019298,           0.0039857,           0.0039857,           0.0039857
                 245,            0.048642,               0.201,           0.0070955,             0.59473,             0.63526,             0.57632,             0.40634,            0.048358,             0.23223,            0.021622,            0.003961,            0.003961,            0.003961
                 246,            0.045978,             0.18869,           0.0061437,             0.59588,             0.62395,             0.57451,              0.4017,            0.047981,             0.23863,            0.021625,           0.0039362,           0.0039362,           0.0039362
                 247,             0.04465,             0.17587,           0.0051869,             0.58487,             0.61397,             0.54934,             0.39205,            0.047776,             0.23099,            0.022794,           0.0039115,           0.0039115,           0.0039115
                 248,            0.050018,             0.21403,           0.0070366,             0.56485,             0.65947,             0.55949,             0.40424,            0.047415,             0.22983,            0.022296,           0.0038867,           0.0038867,           0.0038867
                 249,            0.047744,             0.19443,           0.0066668,             0.57857,             0.65462,             0.56917,             0.41405,            0.046392,              0.2287,            0.021983,            0.003862,            0.003862,            0.003862
                 250,            0.044212,             0.18956,           0.0060969,             0.59723,             0.66395,             0.59152,             0.42736,            0.046203,             0.22816,             0.02194,           0.0038372,           0.0038372,           0.0038372
                 251,            0.044061,             0.18165,           0.0065562,             0.60636,             0.67178,             0.61489,             0.43553,            0.047122,             0.22573,             0.02066,           0.0038125,           0.0038125,           0.0038125
                 252,            0.047244,             0.18577,           0.0062647,             0.63286,             0.69596,             0.64484,             0.46817,            0.046604,             0.22165,            0.017146,           0.0037878,           0.0037878,           0.0037878
                 253,             0.04598,             0.20136,           0.0061807,             0.65098,             0.71829,             0.68187,             0.48157,            0.046213,               0.223,              0.0147,            0.003763,            0.003763,            0.003763
                 254,            0.049725,             0.20604,           0.0056373,             0.65467,             0.72726,             0.68638,             0.48092,            0.046145,             0.21896,            0.014153,           0.0037383,           0.0037383,           0.0037383
                 255,            0.046564,             0.18558,            0.006535,             0.65482,             0.71724,             0.69087,             0.48251,            0.046594,             0.21908,             0.01426,           0.0037135,           0.0037135,           0.0037135
                 256,            0.051418,             0.22082,           0.0061809,             0.64453,             0.73637,             0.70548,             0.50269,             0.04651,             0.21412,            0.014394,           0.0036888,           0.0036888,           0.0036888
                 257,            0.048398,             0.18405,           0.0059663,              0.6234,             0.75675,             0.70934,             0.51793,            0.044832,             0.20908,            0.015041,            0.003664,            0.003664,            0.003664
                 258,            0.048588,              0.2003,           0.0065731,             0.63799,             0.74075,              0.7101,             0.49841,            0.046623,               0.214,            0.014975,           0.0036393,           0.0036393,           0.0036393
                 259,            0.046493,             0.19154,           0.0062261,             0.67495,             0.70356,             0.72473,             0.51374,            0.045718,             0.21355,            0.014075,           0.0036145,           0.0036145,           0.0036145
                 260,            0.048842,             0.20221,           0.0060466,             0.65166,             0.73065,             0.72147,             0.52649,            0.046258,             0.21417,            0.013899,           0.0035898,           0.0035898,           0.0035898
                 261,            0.047434,              0.1829,           0.0065267,                0.67,             0.71429,             0.73349,             0.52745,            0.045862,             0.21473,            0.013339,            0.003565,            0.003565,            0.003565
                 262,            0.048275,             0.20685,           0.0054895,             0.66344,             0.73786,             0.72424,              0.5124,            0.046934,             0.21865,            0.013127,           0.0035403,           0.0035403,           0.0035403
                 263,            0.045954,             0.17783,           0.0054872,             0.67026,              0.7334,             0.73618,              0.5238,            0.045656,             0.21729,            0.012644,           0.0035155,           0.0035155,           0.0035155
                 264,            0.044566,             0.19304,           0.0059315,             0.67816,             0.74221,             0.73716,             0.54279,            0.045267,             0.21392,            0.012623,           0.0034908,           0.0034908,           0.0034908
                 265,             0.04456,             0.19317,           0.0057645,             0.67015,             0.72805,             0.73613,             0.54048,            0.045706,             0.21727,              0.0135,            0.003466,            0.003466,            0.003466
                 266,            0.045478,             0.16831,           0.0056463,             0.66816,             0.72288,             0.73001,             0.53672,            0.045815,             0.21498,            0.013926,           0.0034413,           0.0034413,           0.0034413
                 267,            0.046058,             0.17904,           0.0063209,             0.66633,             0.72064,             0.72814,             0.53593,            0.045713,             0.21788,            0.014017,           0.0034165,           0.0034165,           0.0034165
                 268,            0.046599,             0.19583,           0.0055972,             0.66071,             0.72117,             0.71036,             0.52429,            0.045219,             0.21665,            0.014928,           0.0033918,           0.0033918,           0.0033918
                 269,             0.04572,             0.17751,           0.0055825,             0.65718,             0.73173,             0.71325,             0.53347,            0.044998,             0.21808,            0.014982,            0.003367,            0.003367,            0.003367
                 270,            0.045128,             0.16972,           0.0062715,             0.65603,             0.72721,             0.70769,             0.51982,            0.045953,             0.22022,            0.014753,           0.0033423,           0.0033423,           0.0033423
                 271,            0.043658,             0.18342,           0.0060484,             0.67001,               0.731,             0.73054,             0.53614,            0.045755,             0.22036,            0.012408,           0.0033175,           0.0033175,           0.0033175
                 272,            0.043217,              0.1647,           0.0054489,             0.67828,             0.71816,             0.73397,             0.53532,            0.045768,             0.21946,             0.01145,           0.0032928,           0.0032928,           0.0032928
                 273,             0.04634,             0.19505,           0.0055477,             0.68225,             0.72728,             0.73514,             0.54155,            0.045631,             0.22057,            0.011024,            0.003268,            0.003268,            0.003268
                 274,            0.046666,              0.1951,           0.0057214,             0.67765,             0.72113,             0.73294,             0.51413,            0.047171,             0.22781,             0.01089,           0.0032433,           0.0032433,           0.0032433
                 275,            0.046262,             0.17608,           0.0061135,             0.69011,              0.7177,              0.7359,              0.5375,            0.046313,              0.2275,            0.010893,           0.0032185,           0.0032185,           0.0032185
                 276,             0.04546,             0.18003,           0.0056289,             0.68668,             0.71358,             0.73634,             0.53013,            0.047365,             0.22788,            0.011325,           0.0031938,           0.0031938,           0.0031938
                 277,            0.046529,             0.21838,            0.005842,             0.69646,             0.71487,             0.74265,             0.54578,            0.045946,             0.22765,            0.011514,            0.003169,            0.003169,            0.003169
                 278,            0.047159,              0.1984,            0.006102,             0.69732,             0.71012,             0.73546,             0.51624,            0.047906,             0.22842,            0.011828,           0.0031443,           0.0031443,           0.0031443
                 279,            0.045451,             0.19839,           0.0054111,             0.69866,             0.69866,             0.73017,             0.52292,            0.046911,             0.22856,            0.012241,           0.0031195,           0.0031195,           0.0031195
                 280,            0.045286,             0.20267,           0.0056483,             0.68737,             0.71639,             0.73167,             0.53286,            0.045866,             0.22567,            0.012308,           0.0030948,           0.0030948,           0.0030948
                 281,             0.04173,             0.17151,           0.0055912,             0.68624,             0.71663,             0.72627,             0.53495,            0.046158,             0.22978,            0.012173,             0.00307,             0.00307,             0.00307
                 282,            0.047882,             0.18482,            0.006373,             0.68463,             0.71816,             0.72454,             0.51614,            0.046832,             0.22952,            0.012185,           0.0030452,           0.0030452,           0.0030452
                 283,            0.044614,              0.1784,           0.0054629,             0.68089,             0.72479,              0.7312,             0.52701,            0.045738,             0.22449,            0.012034,           0.0030205,           0.0030205,           0.0030205
                 284,            0.041641,             0.16271,           0.0052467,             0.69018,             0.72121,             0.73382,             0.52689,            0.046088,             0.22488,            0.011738,           0.0029957,           0.0029957,           0.0029957
                 285,            0.041812,             0.15641,           0.0051239,             0.69167,             0.72032,             0.73391,             0.52002,            0.046333,             0.22513,            0.011556,            0.002971,            0.002971,            0.002971
                 286,            0.044755,             0.18527,           0.0054119,             0.67286,             0.74148,              0.7318,             0.52801,            0.045522,             0.22373,            0.011437,           0.0029462,           0.0029462,           0.0029462
                 287,            0.044757,             0.19393,           0.0053689,             0.67215,             0.74422,             0.72988,             0.53293,            0.045068,             0.22489,            0.011291,           0.0029215,           0.0029215,           0.0029215
                 288,            0.044649,             0.17269,           0.0057031,             0.68706,             0.73111,             0.74182,             0.53321,             0.04565,             0.22541,            0.010854,           0.0028967,           0.0028967,           0.0028967
                 289,            0.044332,              0.1569,           0.0059919,              0.6958,             0.73594,             0.74799,             0.53606,            0.046167,              0.2226,            0.010387,            0.002872,            0.002872,            0.002872
                 290,            0.047329,             0.18045,            0.005576,             0.68874,             0.76084,             0.75347,             0.54593,            0.045842,             0.22236,             0.01017,           0.0028472,           0.0028472,           0.0028472
                 291,            0.046402,             0.18216,           0.0057739,             0.68259,             0.78255,             0.75253,             0.55086,            0.045127,             0.22515,            0.009944,           0.0028225,           0.0028225,           0.0028225
                 292,            0.044569,             0.17157,           0.0058412,             0.68237,             0.78296,             0.74812,             0.53765,            0.046227,             0.22867,           0.0099337,           0.0027977,           0.0027977,           0.0027977
                 293,            0.044658,             0.17246,           0.0058415,             0.68398,             0.77397,             0.74948,             0.53352,            0.045944,             0.23134,           0.0097997,            0.002773,            0.002773,            0.002773
                 294,            0.050646,             0.19408,           0.0062143,             0.68635,             0.77101,             0.74822,             0.53487,            0.046572,             0.23098,            0.009961,           0.0027482,           0.0027482,           0.0027482
                 295,            0.047059,             0.18475,           0.0070647,             0.68079,              0.7696,             0.74505,               0.549,            0.045645,             0.23027,            0.010119,           0.0027235,           0.0027235,           0.0027235
                 296,            0.044275,             0.17225,           0.0061282,             0.68408,             0.77013,             0.74454,              0.5484,            0.045661,              0.2307,            0.010537,           0.0026987,           0.0026987,           0.0026987
                 297,            0.045216,             0.16803,           0.0065569,             0.67573,             0.77286,             0.74346,             0.53727,            0.046259,             0.23069,            0.010836,            0.002674,            0.002674,            0.002674
                 298,            0.043639,             0.18392,           0.0048239,             0.67055,               0.763,             0.74103,             0.54407,            0.045827,             0.23077,            0.011335,           0.0026492,           0.0026492,           0.0026492
                 299,            0.045819,             0.16196,           0.0065063,             0.67662,             0.75919,             0.73275,             0.53856,            0.045872,             0.22847,            0.011499,           0.0026245,           0.0026245,           0.0026245
                 300,            0.048457,             0.18156,            0.006277,             0.67181,              0.7643,             0.72771,             0.53051,            0.046041,             0.22842,            0.012016,           0.0025997,           0.0025997,           0.0025997
                 301,            0.045817,             0.20156,           0.0059215,              0.6698,             0.77516,              0.7387,             0.53986,            0.045644,             0.23242,            0.011802,            0.002575,            0.002575,            0.002575
                 302,            0.043434,             0.20238,           0.0054285,             0.66635,             0.77871,             0.74748,             0.54564,            0.045631,             0.22972,            0.011645,           0.0025503,           0.0025503,           0.0025503
                 303,            0.045929,             0.19553,           0.0056849,             0.66432,             0.78436,              0.7545,             0.55026,            0.045585,             0.22979,            0.011312,           0.0025255,           0.0025255,           0.0025255
                 304,            0.042133,             0.18282,           0.0050616,              0.6898,             0.75355,             0.75855,             0.56167,            0.045143,             0.22878,            0.010829,           0.0025008,           0.0025008,           0.0025008
                 305,            0.046658,             0.19378,            0.005618,             0.69543,             0.75577,             0.76499,             0.55312,            0.045713,             0.22747,            0.010318,            0.002476,            0.002476,            0.002476
                 306,            0.043212,             0.18011,           0.0050896,             0.69815,              0.7569,              0.7645,             0.55996,            0.045195,             0.22614,            0.010214,           0.0024513,           0.0024513,           0.0024513
                 307,            0.046295,             0.17658,           0.0056902,             0.70254,             0.75888,             0.76513,             0.55071,            0.045682,             0.22675,            0.010082,           0.0024265,           0.0024265,           0.0024265
                 308,            0.043398,             0.18711,           0.0049966,             0.70406,             0.74844,             0.76303,             0.55649,            0.045525,             0.22776,             0.01008,           0.0024018,           0.0024018,           0.0024018
                 309,            0.045072,             0.19154,           0.0059974,             0.70112,             0.75464,              0.7617,             0.55522,            0.045189,             0.22815,            0.010311,            0.002377,            0.002377,            0.002377
                 310,            0.041256,             0.18249,           0.0050912,             0.70123,             0.74765,             0.76338,             0.56014,            0.045021,             0.22958,            0.010415,           0.0023523,           0.0023523,           0.0023523
                 311,            0.045644,              0.1978,           0.0054941,             0.70546,             0.75694,             0.76728,             0.54959,            0.046323,              0.2311,            0.010324,           0.0023275,           0.0023275,           0.0023275
                 312,            0.044118,             0.16372,           0.0060009,             0.70217,             0.76459,             0.76784,             0.56248,            0.045102,             0.22786,            0.010055,           0.0023028,           0.0023028,           0.0023028
                 313,            0.042373,             0.17903,           0.0059455,             0.69831,             0.76749,             0.77013,             0.56052,            0.045327,             0.22916,            0.010061,            0.002278,            0.002278,            0.002278
                 314,            0.044082,             0.17745,           0.0055931,             0.69689,             0.76034,             0.76765,              0.5581,            0.045124,             0.22844,            0.010355,           0.0022533,           0.0022533,           0.0022533
                 315,            0.044711,             0.19484,           0.0063821,              0.6836,             0.76459,             0.76517,             0.55326,            0.045562,             0.23069,            0.010847,           0.0022285,           0.0022285,           0.0022285
                 316,            0.043067,             0.17022,            0.005349,             0.68532,             0.77435,             0.76746,             0.56789,            0.045038,             0.22958,            0.010733,           0.0022038,           0.0022038,           0.0022038
                 317,            0.043388,             0.17253,           0.0053698,             0.70109,             0.75232,             0.76749,             0.55989,            0.045229,             0.22697,            0.010761,            0.002179,            0.002179,            0.002179
                 318,            0.043635,             0.19154,           0.0057742,             0.71868,             0.75461,             0.77183,              0.5624,            0.044862,             0.22399,            0.010479,           0.0021543,           0.0021543,           0.0021543
                 319,            0.042431,             0.16375,           0.0046004,             0.73766,             0.73936,              0.7741,             0.56612,            0.045127,             0.22324,            0.010332,           0.0021295,           0.0021295,           0.0021295
